"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.43.92","172.253.115.103","TLSv1.2","93","Application Data"
"2","0.407058","192.168.43.92","40.126.24.81","TCP","66","3131  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"3","0.560424","192.168.43.92","172.253.115.103","TCP","93","[TCP Retransmission] 14727  >  443 [PSH, ACK] Seq=1 Ack=1 Win=253 Len=39"
"4","1.143392","192.168.43.92","172.253.115.103","TCP","93","[TCP Retransmission] 14727  >  443 [PSH, ACK] Seq=1 Ack=1 Win=253 Len=39"
"5","1.510185","172.253.115.103","192.168.43.92","TCP","66","443  >  14727 [ACK] Seq=40 Ack=40 Win=270 Len=0 SLE=1 SRE=40"
"6","1.550193","172.253.115.103","192.168.43.92","TCP","93","[TCP Retransmission] 443  >  14727 [PSH, ACK] Seq=1 Ack=40 Win=270 Len=39"
"7","1.591491","40.126.24.81","192.168.43.92","TCP","66","443  >  3131 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM"
"8","1.591597","192.168.43.92","40.126.24.81","TCP","54","3131  >  443 [ACK] Seq=1 Ack=1 Win=524800 Len=0"
"9","1.592106","192.168.43.92","172.253.115.103","TCP","54","14727  >  443 [ACK] Seq=40 Ack=40 Win=253 Len=0"
"10","1.596922","192.168.43.92","40.126.24.81","TLSv1.2","342","Client Hello"
"11","1.812902","192.168.43.92","40.126.24.81","TCP","342","[TCP Retransmission] 3131  >  443 [PSH, ACK] Seq=1 Ack=1 Win=524800 Len=288"
"12","2.113315","192.168.43.92","40.126.24.81","TCP","342","[TCP Retransmission] 3131  >  443 [PSH, ACK] Seq=1 Ack=1 Win=524800 Len=288"
"13","2.329546","40.126.24.81","192.168.43.92","TCP","66","[TCP Previous segment not captured] 443  >  3131 [ACK] Seq=3957 Ack=289 Win=4194048 Len=0 SLE=1 SRE=289"
"14","3.167039","IntelCor_97:c2:b9","Broadcast","ARP","42","Who has 192.168.43.209? Tell 192.168.43.92"
"15","3.173381","2a:f1:0d:f2:27:b4","IntelCor_97:c2:b9","ARP","42","192.168.43.209 is at 2a:f1:0d:f2:27:b4"
"16","3.181535","IntelCor_97:c2:b9","Broadcast","ARP","42","Who has 192.168.43.209? Tell 192.168.43.92"
"17","3.185874","2a:f1:0d:f2:27:b4","IntelCor_97:c2:b9","ARP","42","192.168.43.209 is at 2a:f1:0d:f2:27:b4"
"18","3.198934","192.168.43.92","192.168.43.209","DNS","76","Standard query 0xbe9a A dns.msftncsi.com"
"19","3.273402","192.168.43.209","192.168.43.92","DNS","318","Standard query response 0xbe9a A dns.msftncsi.com A 131.107.255.255 NS ns3-34.azure-dns.org NS ns1-34.azure-dns.com NS ns2-34.azure-dns.net NS ns4-34.azure-dns.info A 13.107.206.34 A 150.171.10.34 AAAA 2603:1061:0:10::22 A 150.171.16.34 A 13.107.222.34"
"20","4.893469","192.168.43.92","190.92.127.164","TLSv1.2","165","Application Data"
"21","4.941687","190.92.127.164","192.168.43.92","TCP","54","443  >  2324 [ACK] Seq=1 Ack=112 Win=35 Len=0"
"22","4.946382","190.92.127.164","192.168.43.92","TLSv1.2","773","Application Data"
"23","4.996984","192.168.43.92","190.92.127.164","TCP","54","2324  >  443 [ACK] Seq=112 Ack=720 Win=254 Len=0"
"24","4.999924","40.126.24.81","192.168.43.92","TCP","1454","[TCP Retransmission] 443  >  3131 [PSH, ACK] Seq=2557 Ack=289 Win=4194048 Len=1400"
"25","4.999967","192.168.43.92","40.126.24.81","TCP","66","[TCP Dup ACK 8#1] 3131  >  443 [ACK] Seq=289 Ack=1 Win=524800 Len=0 SLE=2557 SRE=3957"
"26","5.197049","190.92.127.166","192.168.43.92","TLSv1.2","85","Encrypted Alert"
"27","5.197049","190.92.127.166","192.168.43.92","TCP","54","443  >  1655 [FIN, ACK] Seq=32 Ack=1 Win=23 Len=0"
"28","5.197289","192.168.43.92","190.92.127.166","TCP","54","1655  >  443 [ACK] Seq=1 Ack=33 Win=253 Len=0"
"29","5.197986","192.168.43.92","190.92.127.166","TLSv1.2","85","Encrypted Alert"
"30","5.198208","192.168.43.92","190.92.127.166","TCP","54","1655  >  443 [FIN, ACK] Seq=32 Ack=33 Win=253 Len=0"
"31","5.206422","192.168.43.92","190.92.127.164","TLSv1.2","194","Application Data"
"32","5.248402","190.92.127.166","192.168.43.92","TCP","54","[TCP Retransmission] 443  >  1655 [FIN, ACK] Seq=32 Ack=1 Win=23 Len=0"
"33","5.248475","192.168.43.92","190.92.127.166","TCP","54","[TCP Dup ACK 28#1] 1655  >  443 [ACK] Seq=33 Ack=33 Win=253 Len=0"
"34","5.249024","190.92.127.166","192.168.43.92","TCP","54","443  >  1655 [RST] Seq=33 Win=0 Len=0"
"35","5.257862","190.92.127.166","192.168.43.92","TCP","54","443  >  1655 [RST] Seq=33 Win=0 Len=0"
"36","5.295978","190.92.127.164","192.168.43.92","TCP","54","443  >  2324 [ACK] Seq=720 Ack=252 Win=35 Len=0"
"37","5.321658","192.168.43.92","190.92.127.164","TLSv1.2","165","Application Data"
"38","5.331385","190.92.127.166","192.168.43.92","TCP","54","443  >  1655 [RST] Seq=33 Win=0 Len=0"
"39","5.331385","190.92.127.164","192.168.43.92","TLSv1.2","1362","Application Data"
"40","5.331575","192.168.43.92","190.92.127.164","TCP","54","2324  >  443 [ACK] Seq=363 Ack=2028 Win=257 Len=0"
"41","5.363151","190.92.127.164","192.168.43.92","TCP","54","443  >  2324 [ACK] Seq=2028 Ack=363 Win=35 Len=0"
"42","5.375553","190.92.127.164","192.168.43.92","TLSv1.2","778","Application Data"
"43","5.384231","192.168.43.92","190.92.127.164","TLSv1.2","194","Application Data"
"44","5.475134","190.92.127.164","192.168.43.92","TCP","54","443  >  2324 [ACK] Seq=2752 Ack=503 Win=36 Len=0"
"45","5.480859","190.92.127.166","192.168.43.92","TCP","54","443  >  1656 [FIN, ACK] Seq=1 Ack=1 Win=24 Len=0"
"46","5.481004","192.168.43.92","190.92.127.166","TCP","54","1656  >  443 [ACK] Seq=1 Ack=4294967266 Win=253 Len=0"
"47","5.481228","190.92.127.166","192.168.43.92","TCP","85","[TCP Out-Of-Order] 443  >  1656 [PSH, ACK] Seq=4294967266 Ack=1 Win=24 Len=31"
"48","5.481355","192.168.43.92","190.92.127.166","TCP","54","1656  >  443 [ACK] Seq=1 Ack=2 Win=253 Len=0"
"49","5.482120","192.168.43.92","190.92.127.166","TLSv1.2","85","Encrypted Alert"
"50","5.482376","192.168.43.92","190.92.127.166","TCP","54","1656  >  443 [FIN, ACK] Seq=32 Ack=2 Win=253 Len=0"
"51","5.524709","192.168.43.92","190.92.127.166","TCP","66","3132  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"52","5.525514","190.92.127.166","192.168.43.92","TCP","54","443  >  1656 [RST] Seq=2 Win=0 Len=0"
"53","5.526290","192.168.43.92","192.168.43.209","DNS","74","Standard query 0x6657 AAAA natio.picta.cu"
"54","5.535239","192.168.43.209","192.168.43.92","DNS","74","Standard query response 0x6657 AAAA natio.picta.cu"
"55","5.546863","190.92.127.166","192.168.43.92","TCP","54","443  >  1656 [RST] Seq=2 Win=0 Len=0"
"56","5.586431","190.92.127.164","192.168.43.92","TLSv1.2","1342","Application Data"
"57","5.586431","190.92.127.166","192.168.43.92","TCP","66","443  >  3132 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1400 SACK_PERM WS=2048"
"58","5.586661","192.168.43.92","190.92.127.166","TCP","54","3132  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"59","5.607076","192.168.43.92","190.92.127.166","TLSv1.2","571","Client Hello"
"60","5.643336","192.168.43.92","190.92.127.164","TCP","54","2324  >  443 [ACK] Seq=503 Ack=4040 Win=257 Len=0"
"61","5.658679","190.92.127.166","192.168.43.92","TCP","54","443  >  3132 [ACK] Seq=1 Ack=518 Win=45056 Len=0"
"62","5.668999","190.92.127.166","192.168.43.92","TLSv1.2","1454","Server Hello"
"63","5.668999","190.92.127.166","192.168.43.92","TCP","1454","443  >  3132 [ACK] Seq=1401 Ack=518 Win=45056 Len=1400 [TCP segment of a reassembled PDU]"
"64","5.668999","190.92.127.166","192.168.43.92","TLSv1.2","1454","Certificate"
"65","5.669217","192.168.43.92","190.92.127.166","TCP","54","3132  >  443 [ACK] Seq=518 Ack=4201 Win=65792 Len=0"
"66","5.669459","190.92.127.166","192.168.43.92","TLSv1.2","311","Server Key Exchange, Server Hello Done"
"67","5.669577","192.168.43.92","190.92.127.166","TCP","54","3132  >  443 [ACK] Seq=518 Ack=4458 Win=65536 Len=0"
"68","5.695298","192.168.43.92","190.92.127.166","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"69","5.762578","190.92.127.166","192.168.43.92","TLSv1.2","312","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"70","5.763811","192.168.43.92","190.92.127.166","TLSv1.2","665","Application Data"
"71","5.817888","190.92.127.166","192.168.43.92","TLSv1.2","264","Application Data"
"72","5.817888","190.92.127.166","192.168.43.92","TLSv1.2","436","Application Data"
"73","5.817980","192.168.43.92","190.92.127.166","TCP","54","3132  >  443 [ACK] Seq=1255 Ack=5308 Win=64512 Len=0"
"74","5.827052","192.168.43.92","190.92.127.166","TLSv1.2","219","Application Data"
"75","5.827516","192.168.43.92","190.92.127.166","TLSv1.2","95","Application Data"
"76","5.833466","192.168.43.92","190.92.127.166","TCP","66","3133  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"77","5.862699","190.92.127.166","192.168.43.92","TCP","54","443  >  3132 [ACK] Seq=5308 Ack=1461 Win=47104 Len=0"
"78","5.862699","190.92.127.166","192.168.43.92","TLSv1.2","91","Application Data"
"79","5.864931","192.168.43.92","190.92.127.166","TLSv1.2","227","Application Data"
"80","5.886037","190.92.127.166","192.168.43.92","TCP","66","443  >  3133 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1400 SACK_PERM WS=2048"
"81","5.886267","192.168.43.92","190.92.127.166","TCP","54","3133  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"82","5.901440","192.168.43.92","190.92.127.166","TLSv1.2","620","Client Hello"
"83","5.966836","190.92.127.166","192.168.43.92","TCP","54","443  >  3132 [ACK] Seq=5345 Ack=1634 Win=47104 Len=0"
"84","5.980331","190.92.127.166","192.168.43.92","TCP","54","443  >  3133 [ACK] Seq=1 Ack=567 Win=45056 Len=0"
"85","5.980331","190.92.127.166","192.168.43.92","TLSv1.2","206","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"86","5.981403","192.168.43.92","190.92.127.166","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"87","5.982686","192.168.43.92","190.92.127.166","TLSv1.2","665","Application Data"
"88","6.027171","190.92.127.166","192.168.43.92","TCP","54","443  >  3133 [ACK] Seq=153 Ack=1229 Win=45056 Len=0"
"89","6.036353","190.92.127.166","192.168.43.92","TLSv1.2","264","Application Data"
"90","6.036353","190.92.127.166","192.168.43.92","TLSv1.2","436","Application Data"
"91","6.036545","192.168.43.92","190.92.127.166","TCP","54","3133  >  443 [ACK] Seq=1229 Ack=745 Win=65024 Len=0"
"92","6.057203","192.168.43.92","190.92.127.166","TLSv1.2","219","Application Data"
"93","6.057618","192.168.43.92","190.92.127.166","TLSv1.2","95","Application Data"
"94","6.111992","190.92.127.166","192.168.43.92","TCP","54","443  >  3133 [ACK] Seq=745 Ack=1435 Win=47104 Len=0"
"95","6.111992","190.92.127.166","192.168.43.92","TLSv1.2","91","Application Data"
"96","6.116260","192.168.43.92","190.92.127.166","TLSv1.2","227","Application Data"
"97","6.127184","192.168.43.92","190.92.127.164","TLSv1.2","164","Application Data"
"98","6.177026","190.92.127.164","192.168.43.92","TCP","54","443  >  2324 [ACK] Seq=4040 Ack=613 Win=36 Len=0"
"99","6.204816","190.92.127.166","192.168.43.92","TCP","54","443  >  3133 [ACK] Seq=782 Ack=1608 Win=49152 Len=0"
"100","6.305356","192.168.43.92","190.92.127.164","TLSv1.2","164","Application Data"
"101","6.341065","190.92.127.164","192.168.43.92","TCP","54","443  >  2324 [ACK] Seq=4040 Ack=723 Win=36 Len=0"
"102","6.359307","190.92.127.164","192.168.43.92","TLSv1.2","777","Application Data"
"103","6.366010","192.168.43.92","190.92.127.164","TLSv1.2","193","Application Data"
"104","6.455604","190.92.127.164","192.168.43.92","TLSv1.2","778","Application Data"
"105","6.464110","192.168.43.92","190.92.127.164","TLSv1.2","193","Application Data"
"106","6.551766","190.92.127.164","192.168.43.92","TCP","54","443  >  2324 [ACK] Seq=5487 Ack=1001 Win=37 Len=0"
"107","6.601448","190.92.127.164","192.168.43.92","TCP","1454","443  >  2324 [ACK] Seq=5487 Ack=1001 Win=37 Len=1400 [TCP segment of a reassembled PDU]"
"108","6.601448","190.92.127.164","192.168.43.92","TLSv1.2","1377","Application Data"
"109","6.601618","192.168.43.92","190.92.127.164","TCP","54","2324  >  443 [ACK] Seq=1001 Ack=8210 Win=257 Len=0"
"110","6.835491","190.92.127.164","192.168.43.92","TCP","1454","443  >  2324 [ACK] Seq=8210 Ack=1001 Win=37 Len=1400 [TCP segment of a reassembled PDU]"
"111","6.835491","190.92.127.164","192.168.43.92","TLSv1.2","1377","Application Data"
"112","6.835679","192.168.43.92","190.92.127.164","TCP","54","2324  >  443 [ACK] Seq=1001 Ack=10933 Win=257 Len=0"
"113","7.593647","192.168.43.92","190.92.127.164","TLSv1.2","194","Application Data"
"114","7.642891","190.92.127.164","192.168.43.92","TCP","54","443  >  2324 [ACK] Seq=10933 Ack=1141 Win=37 Len=0"
"115","7.649076","192.168.43.92","190.92.127.164","TLSv1.2","194","Application Data"
"116","7.693711","190.92.127.164","192.168.43.92","TCP","54","443  >  2324 [ACK] Seq=10933 Ack=1281 Win=38 Len=0"
"117","7.788055","190.92.127.164","192.168.43.92","TLSv1.2","1341","Application Data"
"118","7.794989","190.92.127.164","192.168.43.92","TLSv1.2","1371","Application Data"
"119","7.795301","192.168.43.92","190.92.127.164","TCP","54","2324  >  443 [ACK] Seq=1281 Ack=13537 Win=257 Len=0"
"120","7.961788","190.92.127.166","192.168.43.92","TLSv1.2","91","Application Data"
"121","7.963587","192.168.43.92","190.92.127.166","TLSv1.2","95","Application Data"
"122","8.021510","190.92.127.166","192.168.43.92","TCP","54","443  >  3132 [ACK] Seq=5382 Ack=1675 Win=47104 Len=0"
"123","8.479507","2a:f1:0d:f2:27:b4","IntelCor_97:c2:b9","ARP","42","Who has 192.168.43.92? Tell 192.168.43.209"
"124","8.479507","190.92.127.166","192.168.43.92","TLSv1.2","91","Application Data"
"125","8.479529","IntelCor_97:c2:b9","2a:f1:0d:f2:27:b4","ARP","42","192.168.43.92 is at 88:b1:11:97:c2:b9"
"126","8.484861","192.168.43.92","190.92.127.166","TLSv1.2","95","Application Data"
"127","8.515814","192.168.43.92","190.92.127.164","TLSv1.2","193","Application Data"
"128","8.519625","192.168.43.92","190.92.127.164","TLSv1.2","193","Application Data"
"129","8.542257","190.92.127.166","192.168.43.92","TCP","54","443  >  3133 [ACK] Seq=819 Ack=1649 Win=49152 Len=0"
"130","8.564182","190.92.127.164","192.168.43.92","TCP","54","443  >  2324 [ACK] Seq=13537 Ack=1420 Win=38 Len=0"
"131","8.580244","190.92.127.164","192.168.43.92","TCP","54","443  >  2324 [ACK] Seq=13537 Ack=1559 Win=39 Len=0"
"132","8.644323","190.92.127.164","192.168.43.92","TCP","1454","443  >  2324 [ACK] Seq=13537 Ack=1559 Win=39 Len=1400 [TCP segment of a reassembled PDU]"
"133","8.644467","190.92.127.164","192.168.43.92","TLSv1.2","1385","Application Data"
"134","8.644501","192.168.43.92","190.92.127.164","TCP","54","2324  >  443 [ACK] Seq=1559 Ack=16268 Win=257 Len=0"
"135","8.659952","190.92.127.164","192.168.43.92","TCP","1454","443  >  2324 [ACK] Seq=16268 Ack=1559 Win=39 Len=1400 [TCP segment of a reassembled PDU]"
"136","8.660099","190.92.127.164","192.168.43.92","TLSv1.2","1380","Application Data"
"137","8.660130","192.168.43.92","190.92.127.164","TCP","54","2324  >  443 [ACK] Seq=1559 Ack=18994 Win=257 Len=0"
